SurveyDate,Observer,Point_ID,StartNorthing,StartEasting,EndNorthing,EndEasting,ScientificName,1,2,3,4,5,6,7,8,9,10,Total
6/30/2023 9:46,EG,NR NAC [219272_p26],41.45214216,-71.45662053,41.45171776,-71.45563473,Thatch,,,,,,,,X,,,1
6/30/2023 9:46,EG,NR NAC [219272_p26],41.45214216,-71.45662053,41.45171776,-71.45563473,Standing water (pool),,X,X,,X,X,,,,,4
6/30/2023 9:46,EG,NR NAC [219272_p26],41.45214216,-71.45662053,41.45171776,-71.45563473,Standing water (panne),,,,,,,X,,,,1
6/30/2023 9:46,EG,NR NAC [219272_p26],41.45214216,-71.45662053,41.45171776,-71.45563473,Bare ground (mud),,X,X,,X,,,,,,3
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Spartina alterniflora - tall,,,,,,,,,X,X,2
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Spartina alterniflora - short,,X,X,X,X,X,X,,,,6
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Spartina patens,X,,,,,,,,,,1
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Distichlis spicata,,,,,,,,X,,,1
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Thatch,,,X,,,,,,,,1
6/30/2023 10:57,EG,RM NAC (Sharp 3),41.50826068,-71.37032148,41.50861681,-71.37139897,Standing water (panne),,X,,X,,X,,,,,3
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Spartina alterniflora - tall,,,,,,,,,X,X,2
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Spartina alterniflora - short,,,,X,X,X,X,,,,4
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Spartina patens,,,X,,,,,X,,,2
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Juncus gerardii,,X,,,,,,,,,1
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Distichlis spicata,X,X,,,,,,X,,X,4
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Thatch,,,X,X,,,,,X,,3
6/30/2023 11:25,EG,RM RUN (Sharp 2) [218880_p21],41.51073217,-71.36880441,41.51058125,-71.36995748,Standing water (panne),,,,,,,X,,,,1
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Spartina alterniflora - short,,X,X,X,,X,X,,,,5
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Spartina patens,,,,,X,,,,,,1
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Distichlis spicata,X,,,,,,X,,,,2
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Thatch,,,,X,X,,X,,,,3
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Standing water (panne),,,,,X,X,,,,,2
6/30/2023 11:55,EG,RM REF (Sharp 1) [218880_p20],41.51046449,-71.37287765,41.50975104,-71.37258619,Bare ground (mud),,,,,,,X,,,,1
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Spartina alterniflora - tall,X,,,X,,,,,,,2
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Spartina alterniflora - short,,,,,X,X,X,X,X,X,6
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Spartina patens,,,X,,,,,,,,1
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Thatch,,,,X,,,,,,X,2
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Standing water (pool),X,,,,,,,,,,1
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Standing water (panne),,X,,,,,X,X,X,X,5
7/7/2023 7:20,EG,OTH NAC,42.77759432,-70.86072596,42.77665152,-70.86085185,Bare ground (mud),,X,,,,,,,,,1
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Spartina alterniflora - tall,,,X,,,,,,,,1
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Juncus gerardii,,X,,X,X,X,X,X,,,6
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Distichlis spicata,,,X,,,,X,X,,,3
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Argentina anserina ,,X,,,X,,,,,,2
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Wrack,X,,,,,,,,X,,2
7/7/2023 8:15,EG,OTH REF,42.77526027,-70.86208864,42.77464204,-70.86248652,Creek,,,,,,,,,,X,1
7/7/2023 9:30,EG,OTH RUN,42.77200704,-70.85977759,42.77713187,-70.85940635,Spartina alterniflora - short,,,,X,,X,,,X,,3
7/7/2023 9:30,EG,OTH RUN,42.77200704,-70.85977759,42.77713187,-70.85940635,Spartina patens,,,,,,,X,,,X,2
7/7/2023 9:30,EG,OTH RUN,42.77200704,-70.85977759,42.77713187,-70.85940635,Distichlis spicata,,,,,,,,X,,,1
7/7/2023 9:30,EG,OTH RUN,42.77200704,-70.85977759,42.77713187,-70.85940635,Standing water (panne),X,X,X,X,,,,,,,4
7/7/2023 9:30,EG,OTH RUN,42.77200704,-70.85977759,42.77713187,-70.85940635,Bare ground (mud),X,X,X,,X,,,,,,4
7/11/2023 8:30,JGM,KI REF,42.76875264,-70.87437862,42.76960048,-70.87410038,Spartina alterniflora - tall,,,,,,,,,,X,1
7/11/2023 8:30,JGM,KI REF,42.76875264,-70.87437862,42.76960048,-70.87410038,Spartina alterniflora - short,X,X,,X,,,X,,,,4
7/11/2023 8:30,JGM,KI REF,42.76875264,-70.87437862,42.76960048,-70.87410038,Spartina patens,X,X,X,X,X,X,X,X,,,8
7/11/2023 8:30,JGM,KI REF,42.76875264,-70.87437862,42.76960048,-70.87410038,Distichlis spicata,,X,,,,X,,,X,,3
7/11/2023 8:30,JGM,KI REF,42.76875264,-70.87437862,42.76960048,-70.87410038,Thatch,X,X,X,X,X,X,X,X,X,,9
7/11/2023 9:30,JGM,KI RUN,42.7603365,-70.87530079,42.75954886,-70.87581252,Spartina alterniflora - short,X,X,X,,X,X,X,X,,,7
7/11/2023 9:30,JGM,KI RUN,42.7603365,-70.87530079,42.75954886,-70.87581252,Spartina patens,X,,,,X,X,X,X,X,X,7
7/11/2023 9:30,JGM,KI RUN,42.7603365,-70.87530079,42.75954886,-70.87581252,Iva frutescens,,,,,,,,,,X,1
7/11/2023 9:30,JGM,KI RUN,42.7603365,-70.87530079,42.75954886,-70.87581252,Thatch,X,X,X,X,X,,X,X,X,X,9
7/11/2023 9:30,JGM,KI RUN,42.7603365,-70.87530079,42.75954886,-70.87581252,Standing water (panne),,,,X,,X,,,,,2
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Spartina alterniflora - tall,,,,,,,,,,X,1
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Spartina alterniflora - short,,X,X,,X,X,X,,,,5
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Spartina patens,X,,,,,,,X,X,,3
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Distichlis spicata,,,,,,,,,X,,1
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Thatch,X,,,,,X,X,X,X,,5
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Standing water (panne),,X,X,X,X,X,,,,,5
7/11/2023 10:10,JGM,KI NAC,42.75892614,-70.87330456,42.75858132,-70.8742266,Vaucheria (algae),,X,X,X,X,,,,,,4
7/12/2023 11:15,JGM,IP REF,42.67998654,-70.77220047,42.68067153,-70.77139445,Spartina alterniflora - short,,X,,,X,,,X,X,,4
7/12/2023 11:15,JGM,IP REF,42.67998654,-70.77220047,42.68067153,-70.77139445,Spartina patens,X,X,X,X,X,X,X,X,,X,9
7/12/2023 11:15,JGM,IP REF,42.67998654,-70.77220047,42.68067153,-70.77139445,Distichlis spicata,X,,X,,,,,,X,X,4
7/12/2023 11:15,JGM,IP REF,42.67998654,-70.77220047,42.68067153,-70.77139445,Thatch,X,X,X,X,X,X,X,X,X,,9
7/12/2023 11:15,JGM,IP REF,42.67998654,-70.77220047,42.68067153,-70.77139445,Vaucheria (algae),,,,,,,,,,X,1
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Spartina alterniflora - tall,,,,,,,,,,X,1
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Spartina alterniflora - short,,,X,X,,X,X,X,X,,6
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Spartina patens,,X,X,,,X,X,,,,4
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Thatch,,X,X,,,X,,X,X,X,6
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Upland,X,,,,,,,,,,1
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Standing water (panne),,,,X,X,,,,,,2
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Vaucheria (algae),,,,X,X,,X,X,,,4
7/12/2023 10:40,JGM,IP NAC,42.67905936,-70.77383678,42.67984263,-70.77416122,Bare ground (mud),,,,,,,,,,X,1
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Spartina alterniflora - short,,,,X,X,X,X,X,X,,6
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Spartina patens,,,,X,,,,,,X,2
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Phragmites australis,,X,,,,,,,,,1
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Thatch,,X,,X,X,,X,,X,X,6
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Upland,X,,,,,,,,,,1
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Standing water (panne),,,,,,X,,,,,1
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Vaucheria (algae),,,,,,X,,X,,,2
7/12/2023 10:30,JGM,IP RUN,42.67989676,-70.7753179,42.68066889,-70.77501576,Wrack,,,X,,,,,,,,1
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Spartina alterniflora - short,X,X,X,,X,,X,X,,,6
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Spartina patens,X,,,,X,X,X,X,X,X,7
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Sueda linneris,,X,,,X,,,,,,2
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Plantago maritima,,,,,,,,,,X,1
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Thatch,,,,,X,X,X,X,X,X,6
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Standing water (panne),,,,X,,,,,,,1
7/17/2023 8:10,JGM,MM RUN,43.26623278,-70.59406006,43.26649284,-70.59278928,Vaucheria (algae),,X,X,X,,,,,,,3
7/17/2023 9:15,JGM,MM REF,43.26980774,-70.58962361,43.2693727,-70.58847508,Spartina alterniflora - short,,,,,,,,,,X,1
7/17/2023 9:15,JGM,MM REF,43.26980774,-70.58962361,43.2693727,-70.58847508,Spartina patens,X,X,,X,,,X,X,X,,6
7/17/2023 9:15,JGM,MM REF,43.26980774,-70.58962361,43.2693727,-70.58847508,Distichlis spicata,X,X,X,X,X,X,X,X,,,8
7/17/2023 9:15,JGM,MM REF,43.26980774,-70.58962361,43.2693727,-70.58847508,Lysimachia maritima,,,,,,,X,,,,1
7/17/2023 9:15,JGM,MM REF,43.26980774,-70.58962361,43.2693727,-70.58847508,Thatch,X,X,X,X,X,X,X,X,X,X,10
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Spartina alterniflora - tall,,,,,,,,,,X,1
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Spartina patens,,X,,,,,X,X,X,X,5
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Ruppia maritima,X,,X,X,X,,,,,,4
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Lysimachia maritima,,,,,,,,,X,,1
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Thatch,,X,,,,,X,X,X,,4
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Standing water (panne),X,,X,X,X,X,,,,,5
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Algae,,,,,X,,,,,,1
7/17/2023 9:30,JGM,MM NAC,43.07049124,-70.5920185,43.26981024,-70.59282313,Bare ground (mud),X,,X,X,X,X,,,,X,6
7/18/2023 8:25,JGM,PI S RUN,42.76438587,-70.82234375,42.76357174,-70.82287732,Spartina alterniflora - tall,,,,,,X,,,,X,2
7/18/2023 8:25,JGM,PI S RUN,42.76438587,-70.82234375,42.76357174,-70.82287732,Spartina patens,X,X,X,,X,,X,X,X,,7
7/18/2023 8:25,JGM,PI S RUN,42.76438587,-70.82234375,42.76357174,-70.82287732,Distichlis spicata,,,,X,,,,,X,,2
7/18/2023 8:25,JGM,PI S RUN,42.76438587,-70.82234375,42.76357174,-70.82287732,Thatch,X,X,X,X,X,,X,X,X,X,9
7/18/2023 8:25,JGM,PI S RUN,42.76438587,-70.82234375,42.76357174,-70.82287732,Standing water (panne),,,,,,X,,,,,1
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Spartina alterniflora - tall,,,,,,,,,X,,1
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Spartina patens,X,X,X,,X,X,X,X,,,7
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Juncus gerardii,,X,,X,,,,,,,2
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Distichlis spicata,,X,X,X,X,X,X,,,,6
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Thatch,X,X,X,X,X,X,X,X,,,8
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Standing water (under thatch),X,,X,X,X,,,,,,4
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Bare ground (mud),,,,,,,,,X,,1
7/18/2023 8:50,JGM,PI S REF,42.76564067,-70.82552703,42.765099,-70.82496607,Creek,,,,,,,,,,X,1
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Spartina alterniflora - short,X,X,,X,,,X,X,,,5
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Spartina patens,,,,,,,,,X,X,2
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Ruppia maritima,,,X,,,,,,,,1
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Thatch,,,,,,,X,,X,X,3
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Standing water (under thatch),X,X,,X,,,,X,,,4
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Standing water (pool/panne),,,X,,X,X,,,,,3
7/18/2023 9:15,JGM,PI NAC,42.76828013,-70.82863583,42.76810847,-70.82734732,Algae,,,,,X,X,,,X,,3
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Spartina alterniflora - short,,,X,,,,,,,,1
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Spartina patens,X,X,,,X,X,X,X,X,X,8
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Juncus gerardii,,,,,,,X,X,,,2
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Distichlis spicata,,X,,,,,,,X,,2
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Thatch,X,X,X,,X,X,X,X,X,X,9
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Ruppia maritima,,,,X,,,,,,,1
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Standing water (under thatch),,X,,,,,,,,,1
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Standing water (pool/panne),,,,X,,,,,,,1
7/18/2023 10:40,JGM,PI N RUN,42.7697746,-70.83062589,42.7695388,-70.82941531,Wrack,,,,,,,X,,,,1
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Spartina alterniflora - short,,,,,,,,X,,,1
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Spartina patens,X,X,X,X,X,X,X,X,X,,9
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Distichlis spicata,,X,X,,X,X,X,,,,5
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Atriplex patula,,,,,,,,,X,,1
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Thatch,X,X,X,X,X,X,X,X,X,,9
7/18/2023 11:20,JGM,PI N REF,42.77084291,-70.83249226,42.77097569,-70.83152814,Creek,,,,,,,,,,X,1
7/19/2023 9:30,JGM,EX REF,42.65034142,-70.77389228,42.6498837,-70.7734781,Spartina alterniflora - short,X,X,X,X,,,,,,,4
7/19/2023 9:30,JGM,EX REF,42.65034142,-70.77389228,42.6498837,-70.7734781,Spartina patens,,,,,X,X,,,,,2
7/19/2023 9:30,JGM,EX REF,42.65034142,-70.77389228,42.6498837,-70.7734781,Thatch,,,,X,X,X,,,,,3
7/19/2023 9:30,JGM,EX REF,42.65034142,-70.77389228,42.6498837,-70.7734781,Standing water on marsh,X,X,X,X,,,,,,,4
7/19/2023 9:30,JGM,EX REF,42.65034142,-70.77389228,42.6498837,-70.7734781,Creek,,,,,,,X,X,X,X,4
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Spartina alterniflora - short,X,X,X,,X,,,,,,4
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Spartina patens,,,,X,,X,X,X,,,4
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Distichlis spicata,,,,,,,X,X,,,2
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Suaeda linearis,,,,,,X,,,,,1
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Thatch,X,,X,,X,X,X,X,,,6
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Standing water (panne),X,X,,,,,,,,,2
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Standing water on marsh,,,,,X,,,,,,1
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Bare ground (peat),,X,X,,,,,,,,2
7/19/2023 9:50,JGM,EX RUN1 (South),42.65176395,-70.77329929,42.65124599,-70.7724328,Creek,,,,,,,,,X,X,2
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Spartina alterniflora - short,,X,,,X,,,X,X,,4
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Spartina patens,,,,,,X,X,,X,X,4
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Juncus gerardii,X,,,,,,,,,,1
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Distichlis spicata,,,,,,X,X,,,,2
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Thatch,X,X,,,,X,X,X,X,X,7
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Dead,,,,X,,,,,,,1
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Standing water (panne),,,X,X,,,,,,,2
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Standing water on marsh,X,,,,,,,,,,1
7/19/2023 10:00,JGM,EX NAC1 (South),42.6522175,-70.77154651,42.65150459,-70.7706649,Algae,,,X,X,X,,,,,,3
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Spartina alterniflora - tall,,,X,,,,,,,,1
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Spartina alterniflora - short,,X,,,X,X,,X,,X,5
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Spartina patens,X,X,,,X,,,,X,X,5
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Distichlis spicata,X,,,,,,,,X,,2
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Thatch,X,X,,,,X,,X,X,X,6
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Salicornia depressa,,,,,X,,,,,,1
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Standing water (panne),,,,X,,,X,,,,2
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Algae,,,,X,,,,,,,1
7/19/2023 10:30,JGM,EX RUN2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Wrack,,,X,,,,,,,,1
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Spartina alterniflora - short,X,X,X,,X,X,,X,X,,7
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Spartina patens,,,,,,,,,,X,1
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Distichlis spicata,,,,,,,,,,X,1
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Thatch,X,X,X,,X,,,,X,X,6
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Standing water (panne),,,,,,X,,,,,1
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Standing water on marsh,X,X,X,X,X,,X,,,,6
7/19/2023 10:50,JGM,EX NAC2 (North),42.65180427,-70.77484839,42.65199804,-70.77597688,Algae,,X,,X,,X,X,,,,4
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Spartina alterniflora - short,X,,X,,X,,,,,,3
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Spartina patens,,X,,X,,,,,,,2
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Juncus gerardii,,X,,X,X,X,X,X,X,X,8
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Distichlis spicata,,,,,,,X,X,X,X,4
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Lysimachia maritima,,,,,X,X,X,X,X,X,6
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Triglochin maritima,,,,,,,,,,X,1
7/21/2023 9:50,JGM,DPR N REF,42.78268685,-70.80939147,42.7824623,-70.81064937,Thatch,,X,,X,X,X,X,X,X,X,8
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Spartina alterniflora - short,X,X,,X,X,X,X,,,,6
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Spartina patens,,,X,,,X,X,,,,3
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Juncus gerardii,,,,,,,,X,X,X,3
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Distichlis spicata,,,,,,,,,,X,1
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Glaux maritima,,,,,,,,,,X,1
7/21/2023 10:22,JGM,DPR N REST,42.77978195,-70.80887624,42.77981217,-70.81011879,Thatch,X,X,X,X,X,X,X,X,X,X,10
7/21/2023 10:45,JGM,DPR S REST,42.77786215,-70.80823722,42.77763576,-70.80945925,Spartina alterniflora - tall,,,,,,,,,,X,1
7/21/2023 10:45,JGM,DPR S REST,42.77786215,-70.80823722,42.77763576,-70.80945925,Spartina alterniflora - short,,,X,X,X,X,X,,,,5
7/21/2023 10:45,JGM,DPR S REST,42.77786215,-70.80823722,42.77763576,-70.80945925,Spartina patens,X,X,X,X,,X,,X,X,,7
7/21/2023 10:45,JGM,DPR S REST,42.77786215,-70.80823722,42.77763576,-70.80945925,Distichlis spicata,,,,,,,,X,X,,2
7/21/2023 10:45,JGM,DPR S REST,42.77786215,-70.80823722,42.77763576,-70.80945925,Thatch,X,X,X,,X,X,X,X,X,,8
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Spartina alterniflora - short,,,,,X,,X,,,,2
